41,1
0,3.25
-0.095455,3.2386
-0.19091,3.2273
-0.28636,3.2159
-0.38182,3.2045
-0.47727,3.1932
-0.57273,3.1818
-0.66818,3.1705
-0.76364,3.1591
-0.85909,3.1477
-0.95455,3.1364
-1.05,3.125
-1.1455,3.1136
-1.2409,3.1023
-1.3364,3.0909
-1.4318,3.0795
-1.5273,3.0682
-1.6227,3.0568
-1.7182,3.0455
-1.8136,3.0341
-1.9091,3.0227
-2.0045,3.0114
-2.1,3
-2.4941,3.0105
-2.8868,3.0459
-3.2752,3.1132
-3.654,3.2217
-4.0142,3.3812
-4.3431,3.5979
-4.6301,3.8676
-4.877,4.1748
-5.1,4.5
-5.323,4.8252
-5.5699,5.1324
-5.8569,5.4021
-6.1858,5.6188
-6.546,5.7783
-6.9248,5.8868
-7.3132,5.9541
-7.7059,5.9895
-8.1,6
